Date,Futures_Price,,,,,
25-08-2021,47108,,,,,
26-08-2021,47163,,,,,
27-08-2021,47416,,,,,
30-08-2021,47049,,,,,
31-08-2021,47060,,,,,
01-09-2021,47093,,,,,
02-09-2021,47048,,,,,
03-09-2021,47342,,,,,
06-09-2021,47450,,,,,
07-09-2021,46989,,,,,
08-09-2021,47072,,,,,
09-09-2021,47021,,,,,
10-09-2021,46858,,,,,
13-09-2021,46946,,,,,
14-09-2021,47267,,,,,
15-09-2021,46949,,,,,
16-09-2021,46120,,,,,
17-09-2021,46025,,,,,
20-09-2021,46297,,,,,
21-09-2021,46641,,,,,
22-09-2021,46682,,,,,
23-09-2021,46083,,,,,
24-09-2021,45995,,,,,
27-09-2021,46064,,,,,
28-09-2021,45819,,,,,
29-09-2021,45550,,,,,
30-09-2021,46221,,,,,
01-10-2021,46315,,,,,
04-10-2021,46618,,,,,
05-10-2021,46459,,,,,
06-10-2021,46781,,,,,
07-10-2021,46737,,,,,
08-10-2021,46922,,,,,
11-10-2021,46941,,,,,
12-10-2021,47097,,,,,
13-10-2021,47753,,,,,
14-10-2021,47748,,,,,
15-10-2021,47106,,,,,
18-10-2021,47186,,,,,
19-10-2021,47196,,,,,
20-10-2021,47380,,,,,
21-10-2021,47314,,,,,
22-10-2021,47668,,,,,
25-10-2021,48030,,,,,
26-10-2021,47680,,,,,
27-10-2021,47804,,,,,
28-10-2021,47777,,,,,
29-10-2021,47502,,,,,
01-11-2021,47692,,,,,
02-11-2021,47683,,,,,
03-11-2021,46961,,,,,
04-11-2021,47559,,,,,
05-11-2021,47959,,,,,
08-11-2021,48025,,,,,
09-11-2021,48263,,,,,
10-11-2021,48857,,,,,
11-11-2021,49208,,,,,
12-11-2021,49277,,,,,
15-11-2021,49269,,,,,
16-11-2021,49038,,,,,
17-11-2021,49262,,,,,
18-11-2021,49047,,,,,
19-11-2021,48829,,,,,
22-11-2021,47963,,,,,
23-11-2021,47460,,,,,
24-11-2021,47469,,,,,
25-11-2021,47444,,,,,
26-11-2021,47610,,,,,
29-11-2021,47613,,,,,
30-11-2021,47439,,,,,
01-12-2021,47525,,,,,
02-12-2021,47307,,,,,
03-12-2021,47425,,,,,
06-12-2021,47787,,,,,
07-12-2021,47922,,,,,
08-12-2021,47900,,,,,
09-12-2021,47802,,,,,
10-12-2021,47993,,,,,
13-12-2021,48106,,,,,
14-12-2021,47895,,,,,
15-12-2021,47900,,,,,
16-12-2021,48407,,,,,
17-12-2021,48467,,,,,
20-12-2021,48130,,,,,
21-12-2021,47933,,,,,
22-12-2021,48026,,,,,
23-12-2021,48012,,,,,
24-12-2021,47982,,,,,
27-12-2021,47933,,,,,
28-12-2021,47888,,,,,
29-12-2021,47673,,,,,
30-12-2021,47746,,,,,
31-12-2021,47994,,,,,
03-01-2022,47473,,,,,
04-01-2022,47763,,,,,
05-01-2022,47974,,,,,
06-01-2022,47499,,,,,
07-01-2022,47481,,,,,
10-01-2022,47471,,,,,
11-01-2022,47694,,,,,
12-01-2022,47802,,,,,
13-01-2022,47759,,,,,
14-01-2022,47803,,,,,
17-01-2022,47908,,,,,
18-01-2022,47926,,,,,
19-01-2022,48368,,,,,
20-01-2022,48372,,,,,
21-01-2022,48243,,,,,
24-01-2022,48537,,,,,
25-01-2022,48836,,,,,
27-01-2022,47974,,,,,
28-01-2022,47652,,,,,
31-01-2022,47840,,,,,
01-02-2022,47966,,,,,
02-02-2022,48049,,,,,
03-02-2022,47884,,,,,
04-02-2022,48081,,,,,
07-02-2022,48168,,,,,
08-02-2022,48345,,,,,
09-02-2022,48575,,,,,
10-02-2022,48867,,,,,
11-02-2022,49024,,,,,
14-02-2022,49827,,,,,
15-02-2022,49332,,,,,
16-02-2022,49546,,,,,
17-02-2022,50277,,,,,
18-02-2022,50034,,,,,
21-02-2022,49998,,,,,
22-02-2022,50186,,,,,
23-02-2022,50226,,,,,
24-02-2022,51403,,,,,
25-02-2022,50039,,,,,
28-02-2022,50530,,,,,
01-03-2022,51565,,,,,
02-03-2022,51133,,,,,
03-03-2022,51569,,,,,
04-03-2022,52274,,,,,
07-03-2022,53461,,,,,
08-03-2022,54146,,,,,
09-03-2022,52724,,,,,
10-03-2022,53183,,,,,
11-03-2022,52828,,,,,
14-03-2022,52238,,,,,
15-03-2022,51522,,,,,
16-03-2022,51105,,,,,
17-03-2022,51597,,,,,
18-03-2022,51383,,,,,
21-03-2022,51546,,,,,
22-03-2022,51219,,,,,
23-03-2022,51580,,,,,
24-03-2022,51841,,,,,
25-03-2022,51687,,,,,
28-03-2022,51442,,,,,
29-03-2022,50730,,,,,
30-03-2022,51042,,,,,
31-03-2022,51633,,,,,
01-04-2022,51264,,,,,
04-04-2022,51229,,,,,
05-04-2022,51619,,,,,
06-04-2022,51433,,,,,
07-04-2022,51681,,,,,
08-04-2022,51854,,,,,
11-04-2022,51985,,,,,
12-04-2022,52656,,,,,
13-04-2022,52871,,,,,
14-04-2022,52793,,,,,
18-04-2022,53104,,,,,
19-04-2022,52603,,,,,
20-04-2022,52499,,,,,
21-04-2022,52356,,,,,
22-04-2022,52250,,,,,
25-04-2022,51462,,,,,
26-04-2022,51655,,,,,
27-04-2022,51357,,,,,
28-04-2022,51391,,,,,
29-04-2022,51809,,,,,
02-05-2022,50831,,,,,
03-05-2022,51022,,,,,
04-05-2022,50836,,,,,
05-05-2022,51653,,,,,
06-05-2022,51381,,,,,
09-05-2022,51026,,,,,
10-05-2022,50662,,,,,
11-05-2022,50862,,,,,
12-05-2022,50249,,,,,
13-05-2022,49944,,,,,
16-05-2022,50291,,,,,
17-05-2022,50237,,,,,
18-05-2022,50235,,,,,
19-05-2022,50579,,,,,
20-05-2022,50842,,,,,
23-05-2022,50934,,,,,
24-05-2022,51146,,,,,
25-05-2022,50815,,,,,
26-05-2022,50858,,,,,
27-05-2022,50961,,,,,
30-05-2022,50908,,,,,
31-05-2022,50924,,,,,
01-06-2022,50504,,,,,
02-06-2022,51078,,,,,
03-06-2022,51287,,,,,
06-06-2022,50871,,,,,
07-06-2022,50929,,,,,
08-06-2022,51036,,,,,
09-06-2022,50971,,,,,
10-06-2022,51645,,,,,
13-06-2022,50682,,,,,
14-06-2022,50251,,,,,
15-06-2022,50433,,,,,
16-06-2022,50945,,,,,
17-06-2022,50824,,,,,
20-06-2022,50748,,,,,
21-06-2022,50775,,,,,
22-06-2022,50898,,,,,
23-06-2022,50608,,,,,
24-06-2022,50614,,,,,
27-06-2022,50681,,,,,
28-06-2022,50824,,,,,
29-06-2022,50836,,,,,
30-06-2022,50719,,,,,
01-07-2022,52227,,,,,
04-07-2022,51808,,,,,
05-07-2022,52238,,,,,
06-07-2022,50581,,,,,
07-07-2022,50691,,,,,
08-07-2022,50832,,,,,
11-07-2022,50709,,,,,
12-07-2022,50532,,,,,
13-07-2022,50849,,,,,
14-07-2022,50323,,,,,
15-07-2022,50212,,,,,
18-07-2022,50457,,,,,
19-07-2022,50395,,,,,
20-07-2022,50309,,,,,
21-07-2022,50427,,,,,
22-07-2022,50720,,,,,
25-07-2022,50567,,,,,
26-07-2022,50612,,,,,
27-07-2022,50722,,,,,
28-07-2022,51274,,,,,
29-07-2022,51365,,,,,
01-08-2022,51260,,,,,
02-08-2022,51274,,,,,
03-08-2022,51216,,,,,
04-08-2022,51802,,,,,
05-08-2022,51641,,,,,
08-08-2022,52183,,,,,
09-08-2022,52383,,,,,
10-08-2022,52184,,,,,
11-08-2022,52246,,,,,
12-08-2022,52456,,,,,
16-08-2022,51821,,,,,
17-08-2022,51563,,,,,
18-08-2022,51642,,,,,
19-08-2022,51517,,,,,
22-08-2022,51217,,,,,
23-08-2022,51458,,,,,
24-08-2022,51480,,,,,
25-08-2022,51628,,,,,
26-08-2022,51242,,,,,
29-08-2022,51181,,,,,
30-08-2022,50701,,,,,
31-08-2022,50520,,,,,
01-09-2022,50169,,,,,
02-09-2022,50313,,,,,
05-09-2022,50604,,,,,
06-09-2022,50354,,,,,
07-09-2022,50570,,,,,
08-09-2022,50429,,,,,
09-09-2022,50592,,,,,
12-09-2022,50696,,,,,
13-09-2022,50233,,,,,
14-09-2022,50101,,,,,
15-09-2022,49394,,,,,
16-09-2022,49451,,,,,
19-09-2022,49361,,,,,
20-09-2022,49218,,,,,
21-09-2022,49428,,,,,
22-09-2022,49955,,,,,
23-09-2022,49382,,,,,
26-09-2022,49110,,,,,
27-09-2022,49160,,,,,
28-09-2022,49726,,,,,
29-09-2022,49902,,,,,
30-09-2022,50029,,,,,
03-10-2022,50245,,,,,
04-10-2022,51127,,,,,
05-10-2022,51361,,,,,
06-10-2022,51711,,,,,
07-10-2022,51716,,,,,
10-10-2022,50871,,,,,
11-10-2022,50874,,,,,
12-10-2022,50713,,,,,
13-10-2022,50615,,,,,
14-10-2022,50067,,,,,
17-10-2022,50231,,,,,
18-10-2022,50192,,,,,
19-10-2022,49981,,,,,
20-10-2022,49938,,,,,
21-10-2022,50361,,,,,
24-10-2022,50319,,,,,
25-10-2022,50353,,,,,
26-10-2022,50411,,,,,
27-10-2022,50450,,,,,
28-10-2022,49956,,,,,
31-10-2022,50070,,,,,
01-11-2022,50250,,,,,
02-11-2022,50414,,,,,
03-11-2022,49876,,,,,
04-11-2022,50615,,,,,
07-11-2022,50901,,,,,
08-11-2022,51581,,,,,
09-11-2022,51474,,,,,
10-11-2022,52033,,,,,
11-11-2022,52275,,,,,
14-11-2022,52601,,,,,
15-11-2022,52545,,,,,
16-11-2022,52883,,,,,
17-11-2022,52698,,,,,
18-11-2022,52501,,,,,
21-11-2022,52201,,,,,
22-11-2022,52161,,,,,
23-11-2022,52259,,,,,
24-11-2022,52494,,,,,
25-11-2022,52386,,,,,
28-11-2022,52148,,,,,
29-11-2022,52357,,,,,
30-11-2022,52434,,,,,
01-12-2022,53339,,,,,
02-12-2022,53346,,,,,
05-12-2022,53300,,,,,
06-12-2022,53446,,,,,
07-12-2022,53665,,,,,
08-12-2022,53741,,,,,
09-12-2022,53950,,,,,
12-12-2022,53791,,,,,
13-12-2022,54376,,,,,
14-12-2022,54340,,,,,
15-12-2022,53795,,,,,
16-12-2022,53957,,,,,
19-12-2022,53945,,,,,
20-12-2022,54541,,,,,
21-12-2022,54684,,,,,
22-12-2022,54066,,,,,
23-12-2022,54104,,,,,
26-12-2022,54230,,,,,
27-12-2022,54546,,,,,
28-12-2022,54324,,,,,
29-12-2022,54642,,,,,
30-12-2022,54779,,,,,
02-01-2023,55016,,,,,
03-01-2023,55380,,,,,
04-01-2023,55688,,,,,
05-01-2023,55071,,,,,
06-01-2023,55628,,,,,
09-01-2023,55792,,,,,
10-01-2023,55642,,,,,
11-01-2023,55641,,,,,
12-01-2023,55801,,,,,
13-01-2023,56224,,,,,
16-01-2023,56414,,,,,
17-01-2023,56306,,,,,
18-01-2023,56220,,,,,
19-01-2023,56443,,,,,
20-01-2023,56569,,,,,
23-01-2023,56705,,,,,
24-01-2023,56881,,,,,
25-01-2023,56865,,,,,
27-01-2023,56789,,,,,
30-01-2023,56754,,,,,
31-01-2023,56864,,,,,
01-02-2023,57599,,,,,
02-02-2023,57710,,,,,
03-02-2023,57424,,,,,
06-02-2023,56926,,,,,
07-02-2023,57175,,,,,
08-02-2023,57128,,,,,
09-02-2023,56797,,,,,
10-02-2023,56711,,,,,
13-02-2023,56486,,,,,
14-02-2023,56679,,,,,
15-02-2023,56151,,,,,
16-02-2023,56229,,,,,
17-02-2023,56232,,,,,
20-02-2023,56202,,,,,
21-02-2023,56157,,,,,
22-02-2023,56060,,,,,
23-02-2023,55630,,,,,
24-02-2023,55535,,,,,
27-02-2023,55447,,,,,
28-02-2023,55714,,,,,
01-03-2023,56047,,,,,
02-03-2023,55915,,,,,
03-03-2023,55879,,,,,
06-03-2023,55752,,,,,
07-03-2023,55077,,,,,
08-03-2023,54955,,,,,
09-03-2023,55272,,,,,
10-03-2023,56101,,,,,
13-03-2023,57539,,,,,
14-03-2023,57417,,,,,
15-03-2023,58263,,,,,
16-03-2023,57942,,,,,
17-03-2023,59231,,,,,
20-03-2023,59424,,,,,
21-03-2023,58520,,,,,
22-03-2023,58684,,,,,
23-03-2023,59436,,,,,
24-03-2023,59226,,,,,
27-03-2023,58496,,,,,
28-03-2023,58986,,,,,
29-03-2023,58997,,,,,
30-03-2023,59389,,,,,
31-03-2023,59314,,,,,
03-04-2023,59600,,,,,
04-04-2023,60435,,,,,
05-04-2023,60366,,,,,
06-04-2023,60276,,,,,
10-04-2023,59867,,,,,
11-04-2023,60281,,,,,
12-04-2023,60404,,,,,
13-04-2023,60987,,,,,
14-04-2023,60145,,,,,
17-04-2023,60051,,,,,
18-04-2023,60331,,,,,
19-04-2023,60172,,,,,
20-04-2023,60389,,,,,
21-04-2023,59810,,,,,
24-04-2023,59928,,,,,
25-04-2023,60123,,,,,
26-04-2023,59849,,,,,
27-04-2023,59913,,,,,
28-04-2023,60057,,,,,
01-05-2023,59979,,,,,
02-05-2023,60787,,,,,
03-05-2023,61073,,,,,
04-05-2023,61683,,,,,
05-05-2023,60799,,,,,
08-05-2023,60916,,,,,
09-05-2023,61359,,,,,
10-05-2023,61207,,,,,
11-05-2023,60886,,,,,
12-05-2023,60843,,,,,
15-05-2023,60987,,,,,
16-05-2023,60280,,,,,
17-05-2023,60189,,,,,
18-05-2023,59758,,,,,
19-05-2023,60389,,,,,
22-05-2023,60271,,,,,
23-05-2023,60220,,,,,
24-05-2023,59918,,,,,
25-05-2023,59493,,,,,
26-05-2023,59430,,,,,
29-05-2023,59358,,,,,
30-05-2023,59845,,,,,
31-05-2023,60252,,,,,
01-06-2023,60033,,,,,
02-06-2023,59656,,,,,
05-06-2023,59805,,,,,
06-06-2023,59902,,,,,
07-06-2023,59511,,,,,
08-06-2023,59809,,,,,
09-06-2023,59777,,,,,
12-06-2023,59595,,,,,
13-06-2023,59222,,,,,
14-06-2023,59249,,,,,
15-06-2023,59249,,,,,
16-06-2023,59249,,,,,
19-06-2023,59043,,,,,
20-06-2023,58721,,,,,
21-06-2023,58630,,,,,
22-06-2023,58144,,,,,
23-06-2023,58188,,,,,
26-06-2023,58256,,,,,
27-06-2023,58015,,,,,
28-06-2023,57796,,,,,
29-06-2023,57578,,,,,
30-06-2023,58020,,,,,
03-07-2023,58119,,,,,
04-07-2023,58194,,,,,
05-07-2023,58308,,,,,
06-07-2023,58385,,,,,
07-07-2023,58747,,,,,
10-07-2023,58635,,,,,
11-07-2023,58737,,,,,
12-07-2023,59113,,,,,
13-07-2023,59185,,,,,
14-07-2023,59229,,,,,
17-07-2023,59061,,,,,
18-07-2023,59633,,,,,
19-07-2023,59683,,,,,
20-07-2023,59459,,,,,
21-07-2023,59221,,,,,
24-07-2023,59013,,,,,
25-07-2023,59120,,,,,
26-07-2023,59347,,,,,
27-07-2023,58878,,,,,
28-07-2023,59288,,,,,
31-07-2023,59628,,,,,
01-08-2023,59048,,,,,
02-08-2023,59117,,,,,
03-08-2023,59078,,,,,
04-08-2023,59124,,,,,
07-08-2023,59201,,,,,
08-08-2023,58997,,,,,
09-08-2023,58719,,,,,
10-08-2023,58605,,,,,
11-08-2023,58629,,,,,
14-08-2023,58663,,,,,
16-08-2023,58413,,,,,
17-08-2023,58027,,,,,
18-08-2023,58098,,,,,
21-08-2023,58164,,,,,
22-08-2023,58221,,,,,
23-08-2023,58430,,,,,
24-08-2023,58436,,,,,
25-08-2023,58273,,,,,
28-08-2023,58497,,,,,
29-08-2023,58843,,,,,
30-08-2023,59117,,,,,
31-08-2023,59113,,,,,
01-09-2023,59106,,,,,
04-09-2023,59385,,,,,
05-09-2023,59301,,,,,
06-09-2023,59111,,,,,
07-09-2023,59016,,,,,
08-09-2023,58905,,,,,
11-09-2023,58941,,,,,
12-09-2023,58642,,,,,
13-09-2023,58610,,,,,
14-09-2023,58608,,,,,
15-09-2023,58992,,,,,
18-09-2023,59212,,,,,
19-09-2023,59265,,,,,
20-09-2023,59363,,,,,
21-09-2023,58853,,,,,
22-09-2023,58896,,,,,
25-09-2023,58707,,,,,
26-09-2023,58478,,,,,
27-09-2023,57759,,,,,
28-09-2023,57146,,,,,
29-09-2023,57061,,,,,
03-10-2023,56385,,,,,
04-10-2023,56229,,,,,
05-10-2023,56112,,,,,
06-10-2023,56582,,,,,
09-10-2023,57268,,,,,
10-10-2023,57364,,,,,
11-10-2023,57636,,,,,
12-10-2023,57613,,,,,
13-10-2023,58993,,,,,
16-10-2023,58993,,,,,
17-10-2023,58922,,,,,
18-10-2023,59680,,,,,
19-10-2023,59935,,,,,
20-10-2023,60405,,,,,
23-10-2023,60402,,,,,
24-10-2023,60351,,,,,
25-10-2023,60652,,,,,
26-10-2023,60735,,,,,
27-10-2023,60952,,,,,
30-10-2023,61077,,,,,
31-10-2023,60879,,,,,
01-11-2023,60757,,,,,
02-11-2023,60805,,,,,
03-11-2023,60829,,,,,
06-11-2023,60818,,,,,
07-11-2023,60365,,,,,
08-11-2023,60043,,,,,
09-11-2023,60271,,,,,
10-11-2023,59697,,,,,
12-11-2023,59785,,,,,
13-11-2023,59844,,,,,
14-11-2023,60083,,,,,
15-11-2023,60120,,,,,
16-11-2023,60654,,,,,
17-11-2023,60678,,,,,
20-11-2023,60657,,,,,
21-11-2023,61212,,,,,
22-11-2023,61065,,,,,
23-11-2023,61093,,,,,
24-11-2023,61352,,,,,
27-11-2023,61557,,,,,
28-11-2023,62409,,,,,
29-11-2023,62470,,,,,
30-11-2023,62639,,,,,
01-12-2023,62876,,,,,
04-12-2023,62302,,,,,
05-12-2023,62600,,,,,
06-12-2023,62269,,,,,
07-12-2023,62290,,,,,
08-12-2023,61597,,,,,
11-12-2023,60986,,,,,
12-12-2023,60984,,,,,
13-12-2023,60992,,,,,
14-12-2023,62229,,,,,
15-12-2023,61991,,,,,
18-12-2023,62057,,,,,
19-12-2023,62211,,,,,
20-12-2023,62151,,,,,
21-12-2023,62257,,,,,
22-12-2023,62657,,,,,
26-12-2023,62722,,,,,
27-12-2023,63292,,,,,
28-12-2023,63119,,,,,
29-12-2023,62954,,,,,
01-01-2024,63001,,,,,
02-01-2024,63039,,,,,
03-01-2024,62294,,,,,
04-01-2024,62444,,,,,
05-01-2024,62627,,,,,
08-01-2024,62140,,,,,
09-01-2024,62211,,,,,
10-01-2024,62047,,,,,
11-01-2024,61830,,,,,
12-01-2024,62372,,,,,
15-01-2024,62567,,,,,
16-01-2024,62065,,,,,
17-01-2024,61561,,,,,
18-01-2024,61791,,,,,
19-01-2024,62021,,,,,
22-01-2024,61888,,,,,
23-01-2024,62003,,,,,
24-01-2024,62072,,,,,
25-01-2024,62036,,,,,
29-01-2024,62234,,,,,
30-01-2024,62371,,,,,
31-01-2024,62865,,,,,
01-02-2024,63079,,,,,
02-02-2024,62639,,,,,
05-02-2024,62542,,,,,
06-02-2024,62322,,,,,
07-02-2024,62305,,,,,
08-02-2024,62219,,,,,
09-02-2024,62105,,,,,
12-02-2024,61856,,,,,
13-02-2024,61267,,,,,
14-02-2024,61170,,,,,
15-02-2024,61306,,,,,
16-02-2024,61498,,,,,
19-02-2024,61641,,,,,
20-02-2024,61810,,,,,
21-02-2024,61744,,,,,
22-02-2024,61661,,,,,
23-02-2024,61910,,,,,
26-02-2024,61766,,,,,
27-02-2024,61839,,,,,
28-02-2024,61792,,,,,
29-02-2024,62293,,,,,
01-03-2024,63135,,,,,
04-03-2024,63605,,,,,
05-03-2024,64193,,,,,
06-03-2024,65042,,,,,
07-03-2024,65246,,,,,
08-03-2024,65847,,,,,
11-03-2024,65872,,,,,
12-03-2024,65334,,,,,
13-03-2024,65717,,,,,
14-03-2024,65435,,,,,
15-03-2024,65367,,,,,
18-03-2024,65429,,,,,
19-03-2024,65431,,,,,
20-03-2024,65556,,,,,
21-03-2024,65939,,,,,
22-03-2024,65686,,,,,
25-03-2024,65862,,,,,
26-03-2024,66027,,,,,
27-03-2024,66295,,,,,
28-03-2024,67592,,,,,
01-04-2024,68263,,,,,
02-04-2024,68802,,,,,
03-04-2024,69725,,,,,
04-04-2024,69612,,,,,
05-04-2024,70701,,,,,
08-04-2024,70607,,,,,
09-04-2024,71130,,,,,
10-04-2024,71127,,,,,
11-04-2024,71514,,,,,
12-04-2024,71857,,,,,
15-04-2024,72329,,,,,
16-04-2024,73109,,,,,
17-04-2024,72695,,,,,
18-04-2024,73016,,,,,
19-04-2024,73246,,,,,
22-04-2024,71936,,,,,
23-04-2024,71590,,,,,
24-04-2024,71692,,,,,
25-04-2024,71725,,,,,
26-04-2024,72107,,,,,
29-04-2024,72250,,,,,
30-04-2024,70969,,,,,
01-05-2024,71274,,,,,
02-05-2024,71119,,,,,
03-05-2024,70998,,,,,
06-05-2024,71321,,,,,
07-05-2024,71136,,,,,
08-05-2024,71129,,,,,
09-05-2024,71586,,,,,
10-05-2024,72595,,,,,
13-05-2024,71819,,,,,
14-05-2024,72213,,,,,
15-05-2024,73001,,,,,
16-05-2024,72896,,,,,
17-05-2024,73593,,,,,
20-05-2024,74283,,,,,
21-05-2024,73970,,,,,
22-05-2024,73027,,,,,
23-05-2024,71632,,,,,
24-05-2024,71380,,,,,
27-05-2024,72001,,,,,
28-05-2024,72145,,,,,
29-05-2024,71993,,,,,
30-05-2024,71852,,,,,
31-05-2024,71703,,,,,
03-06-2024,71818,,,,,
04-06-2024,71782,,,,,
05-06-2024,72485,,,,,
06-06-2024,72963,,,,,
07-06-2024,71308,,,,,
10-06-2024,71303,,,,,
11-06-2024,71346,,,,,
12-06-2024,71796,,,,,
13-06-2024,71030,,,,,
14-06-2024,71691,,,,,
17-06-2024,71285,,,,,
18-06-2024,71503,,,,,
19-06-2024,71519,,,,,
20-06-2024,72258,,,,,
21-06-2024,71429,,,,,
24-06-2024,71512,,,,,
25-06-2024,71201,,,,,
26-06-2024,70919,,,,,
27-06-2024,71303,,,,,
28-06-2024,71275,,,,,
01-07-2024,71329,,,,,
02-07-2024,71357,,,,,
03-07-2024,72160,,,,,
04-07-2024,72151,,,,,
05-07-2024,73255,,,,,
08-07-2024,72332,,,,,
09-07-2024,72385,,,,,
10-07-2024,72629,,,,,
11-07-2024,73205,,,,,
12-07-2024,73159,,,,,
15-07-2024,73311,,,,,
16-07-2024,74025,,,,,
17-07-2024,73924,,,,,
18-07-2024,73965,,,,,
19-07-2024,72872,,,,,
22-07-2024,72641,,,,,
23-07-2024,68648,,,,,
24-07-2024,69028,,,,,
25-07-2024,67491,,,,,
26-07-2024,68173,,,,,
29-07-2024,68206,,,,,
30-07-2024,68617,,,,,
31-07-2024,69083,,,,,
01-08-2024,69412,,,,,
02-08-2024,69381,,,,,
05-08-2024,68641,,,,,
06-08-2024,68742,,,,,
07-08-2024,68752,,,,,
08-08-2024,69396,,,,,
09-08-2024,69604,,,,,
12-08-2024,70354,,,,,
13-08-2024,70356,,,,,
14-08-2024,69874,,,,,
16-08-2024,70938,,,,,
19-08-2024,71138,,,,,
20-08-2024,71340,,,,,
21-08-2024,71407,,,,,
22-08-2024,70796,,,,,
23-08-2024,71295,,,,,
26-08-2024,71500,,,,,
27-08-2024,71551,,,,,
28-08-2024,71328,,,,,
29-08-2024,71666,,,,,
30-08-2024,71195,,,,,
02-09-2024,71233,,,,,
03-09-2024,70807,,,,,
04-09-2024,71053,,,,,
05-09-2024,71890,,,,,
06-09-2024,71409,,,,,
09-09-2024,71573,,,,,
10-09-2024,71821,,,,,
11-09-2024,71878,,,,,
12-09-2024,72681,,,,,
13-09-2024,73367,,,,,
16-09-2024,73422,,,,,
17-09-2024,73022,,,,,
18-09-2024,73029,,,,,
19-09-2024,73357,,,,,
20-09-2024,73977,,,,,
23-09-2024,74183,,,,,
24-09-2024,74886,,,,,
25-09-2024,75167,,,,,
26-09-2024,75339,,,,,
27-09-2024,74878,,,,,
30-09-2024,74844,,,,,
01-10-2024,75660,,,,,
03-10-2024,75827,,,,,
04-10-2024,75759,,,,,
07-10-2024,75657,,,,,
08-10-2024,74799,,,,,
09-10-2024,74512,,,,,
10-10-2024,74834,,,,,
11-10-2024,75738,,,,,
14-10-2024,75553,,,,,
15-10-2024,75838,,,,,
16-10-2024,76163,,,,,
17-10-2024,76540,,,,,
18-10-2024,77159,,,,,
21-10-2024,77508,,,,,
22-10-2024,78241,,,,,
23-10-2024,77482,,,,,
24-10-2024,77872,,,,,
25-10-2024,78009,,,,,
28-10-2024,78159,,,,,
29-10-2024,78865,,,,,
30-10-2024,79257,,,,,
31-10-2024,78326,,,,,
01-11-2024,78829,,,,,
04-11-2024,78401,,,,,
05-11-2024,78490,,,,,
06-11-2024,76689,,,,,
07-11-2024,77386,,,,,
08-11-2024,77248,,,,,
11-11-2024,75382,,,,,
12-11-2024,74918,,,,,
13-11-2024,74514,,,,,
14-11-2024,74151,,,,,
15-11-2024,73965,,,,,
18-11-2024,75039,,,,,
19-11-2024,75555,,,,,
20-11-2024,76008,,,,,
21-11-2024,76689,,,,,
22-11-2024,77579,,,,,
25-11-2024,75377,,,,,
26-11-2024,75293,,,,,
27-11-2024,75788,,,,,
28-11-2024,75761,,,,,
29-11-2024,76485,,,,,
02-12-2024,75815,,,,,
03-12-2024,75934,,,,,
04-12-2024,76036,,,,,
05-12-2024,76353,,,,,
06-12-2024,76185,,,,,
09-12-2024,76999,,,,,
10-12-2024,77745,,,,,
11-12-2024,78287,,,,,
12-12-2024,77400,,,,,
13-12-2024,76592,,,,,
16-12-2024,76486,,,,,
17-12-2024,76314,,,,,
18-12-2024,76115,,,,,
19-12-2024,75191,,,,,
20-12-2024,75786,,,,,
23-12-2024,75506,,,,,
24-12-2024,75562,,,,,
26-12-2024,76114,,,,,
27-12-2024,75783,,,,,
30-12-2024,75517,,,,,
31-12-2024,76232,,,,,
01-01-2025,76214,,,,,
02-01-2025,76849,,,,,
03-01-2025,76813,,,,,
06-01-2025,77149,,,,,
07-01-2025,77514,,,,,
08-01-2025,77737,,,,,
09-01-2025,78068,,,,,
10-01-2025,78398,,,,,
13-01-2025,78159,,,,,
14-01-2025,78151,,,,,
15-01-2025,78658,,,,,
16-01-2025,79160,,,,,
17-01-2025,79003,,,,,
20-01-2025,78530,,,,,
21-01-2025,79179,,,,,
22-01-2025,79535,,,,,
23-01-2025,79594,,,,,
24-01-2025,79944,,,,,
27-01-2025,79510,,,,,
28-01-2025,80163,,,,,
29-01-2025,80310,,,,,
30-01-2025,81539,,,,,
31-01-2025,81836,,,,,
01-02-2025,81663,,,,,
03-02-2025,82625,,,,,
04-02-2025,83162,,,,,
05-02-2025,83976,,,,,
06-02-2025,83856,,,,,
07-02-2025,84378,,,,,
10-02-2025,85308,,,,,
11-02-2025,85113,,,,,
12-02-2025,85024,,,,,
13-02-2025,85368,,,,,
14-02-2025,84331,,,,,
17-02-2025,84759,,,,,
18-02-2025,85742,,,,,
19-02-2025,85719,,,,,
20-02-2025,85830,,,,,
21-02-2025,85795,,,,,
24-02-2025,86030,,,,,
25-02-2025,85589,,,,,
26-02-2025,85837,,,,,
27-02-2025,85123,,,,,
28-02-2025,84269,,,,,
03-03-2025,85355,,,,,
04-03-2025,86007,,,,,
05-03-2025,85848,,,,,
06-03-2025,86002,,,,,
07-03-2025,85896,,,,,
10-03-2025,85460,,,,,
11-03-2025,86113,,,,,
12-03-2025,86661,,,,,
13-03-2025,87694,,,,,
14-03-2025,87924,,,,,
17-03-2025,87976,,,,,
18-03-2025,88660,,,,,
19-03-2025,88564,,,,,
20-03-2025,88646,,,,,
21-03-2025,87785,,,,,
24-03-2025,87313,,,,,
25-03-2025,87566,,,,,
26-03-2025,87506,,,,,
27-03-2025,88213,,,,,
28-03-2025,88759,,,,,
31-03-2025,90138,,,,,
