Date,USD_INR,,,,,
21-05-2020,75.62,,,,,
22-05-2020,75.95,,,,,
25-05-2020,75.887,,,,,
26-05-2020,75.459,,,,,
27-05-2020,75.92,,,,,
28-05-2020,75.66,,,,,
29-05-2020,75.605,,,,,
01-06-2020,75.505,,,,,
02-06-2020,75.1,,,,,
03-06-2020,75.325,,,,,
04-06-2020,75.459,,,,,
05-06-2020,75.56,,,,,
08-06-2020,75.4,,,,,
09-06-2020,75.505,,,,,
10-06-2020,75.635,,,,,
11-06-2020,75.971,,,,,
12-06-2020,76.05,,,,,
15-06-2020,75.979,,,,,
16-06-2020,76.25,,,,,
17-06-2020,76.29,,,,,
18-06-2020,76.4,,,,,
19-06-2020,76.26,,,,,
22-06-2020,75.79,,,,,
23-06-2020,75.503,,,,,
24-06-2020,75.665,,,,,
25-06-2020,75.587,,,,,
26-06-2020,75.62,,,,,
29-06-2020,75.51,,,,,
30-06-2020,75.545,,,,,
01-07-2020,75.49,,,,,
02-07-2020,74.75,,,,,
03-07-2020,74.636,,,,,
06-07-2020,74.635,,,,,
07-07-2020,74.81,,,,,
08-07-2020,74.945,,,,,
09-07-2020,75.155,,,,,
10-07-2020,75.195,,,,,
13-07-2020,75.212,,,,,
14-07-2020,75.406,,,,,
15-07-2020,75.125,,,,,
16-07-2020,75.18,,,,,
17-07-2020,74.898,,,,,
20-07-2020,74.75,,,,,
21-07-2020,74.54,,,,,
22-07-2020,74.61,,,,,
23-07-2020,74.815,,,,,
24-07-2020,74.76,,,,,
27-07-2020,74.8,,,,,
28-07-2020,74.909,,,,,
29-07-2020,74.948,,,,,
30-07-2020,74.876,,,,,
31-07-2020,74.918,,,,,
03-08-2020,75.185,,,,,
04-08-2020,75.061,,,,,
05-08-2020,74.798,,,,,
06-08-2020,74.9,,,,,
07-08-2020,75.025,,,,,
10-08-2020,74.875,,,,,
11-08-2020,74.62,,,,,
12-08-2020,74.795,,,,,
13-08-2020,74.812,,,,,
14-08-2020,74.903,,,,,
17-08-2020,74.744,,,,,
18-08-2020,74.575,,,,,
19-08-2020,74.847,,,,,
20-08-2020,75.013,,,,,
21-08-2020,74.922,,,,,
24-08-2020,74.169,,,,,
25-08-2020,74.223,,,,,
26-08-2020,74.222,,,,,
27-08-2020,73.904,,,,,
28-08-2020,73.115,,,,,
31-08-2020,73.257,,,,,
01-09-2020,73.004,,,,,
02-09-2020,73.269,,,,,
03-09-2020,73.391,,,,,
04-09-2020,73.291,,,,,
07-09-2020,73.447,,,,,
08-09-2020,73.75,,,,,
09-09-2020,73.31,,,,,
10-09-2020,73.44,,,,,
11-09-2020,73.44,,,,,
14-09-2020,73.385,,,,,
15-09-2020,73.61,,,,,
16-09-2020,73.545,,,,,
17-09-2020,73.61,,,,,
18-09-2020,73.54,,,,,
21-09-2020,73.58,,,,,
22-09-2020,73.52,,,,,
23-09-2020,73.58,,,,,
24-09-2020,73.91,,,,,
25-09-2020,73.685,,,,,
28-09-2020,73.765,,,,,
29-09-2020,73.76,,,,,
30-09-2020,73.57,,,,,
01-10-2020,73.218,,,,,
02-10-2020,73.295,,,,,
05-10-2020,73.117,,,,,
06-10-2020,73.441,,,,,
07-10-2020,73.335,,,,,
08-10-2020,73.3,,,,,
09-10-2020,73.02,,,,,
12-10-2020,73.364,,,,,
13-10-2020,73.41,,,,,
14-10-2020,73.255,,,,,
15-10-2020,73.435,,,,,
16-10-2020,73.444,,,,,
19-10-2020,73.36,,,,,
20-10-2020,73.45,,,,,
21-10-2020,73.6,,,,,
22-10-2020,73.67,,,,,
23-10-2020,73.842,,,,,
26-10-2020,73.97,,,,,
27-10-2020,73.624,,,,,
28-10-2020,74.19,,,,,
29-10-2020,74.38,,,,,
30-10-2020,74.567,,,,,
02-11-2020,74.51,,,,,
03-11-2020,74.625,,,,,
04-11-2020,74.368,,,,,
05-11-2020,73.925,,,,,
06-11-2020,73.976,,,,,
09-11-2020,74.035,,,,,
10-11-2020,74.29,,,,,
11-11-2020,74.462,,,,,
12-11-2020,74.685,,,,,
13-11-2020,74.582,,,,,
16-11-2020,74.38,,,,,
17-11-2020,74.48,,,,,
18-11-2020,74.12,,,,,
19-11-2020,74.11,,,,,
20-11-2020,74.12,,,,,
23-11-2020,74.26,,,,,
24-11-2020,74.079,,,,,
25-11-2020,73.789,,,,,
26-11-2020,73.837,,,,,
27-11-2020,73.935,,,,,
30-11-2020,74,,,,,
01-12-2020,73.5,,,,,
02-12-2020,73.77,,,,,
03-12-2020,73.87,,,,,
04-12-2020,73.776,,,,,
07-12-2020,73.779,,,,,
08-12-2020,73.725,,,,,
09-12-2020,73.73,,,,,
10-12-2020,73.745,,,,,
11-12-2020,73.738,,,,,
14-12-2020,73.64,,,,,
15-12-2020,73.558,,,,,
16-12-2020,73.64,,,,,
17-12-2020,73.525,,,,,
18-12-2020,73.575,,,,,
21-12-2020,74.028,,,,,
22-12-2020,73.854,,,,,
23-12-2020,73.78,,,,,
24-12-2020,73.555,,,,,
25-12-2020,73.558,,,,,
28-12-2020,73.548,,,,,
29-12-2020,73.405,,,,,
30-12-2020,73.144,,,,,
31-12-2020,73.054,,,,,
01-01-2021,73.125,,,,,
04-01-2021,73.08,,,,,
05-01-2021,73.13,,,,,
06-01-2021,73.136,,,,,
07-01-2021,73.43,,,,,
08-01-2021,73.34,,,,,
11-01-2021,73.474,,,,,
12-01-2021,73.225,,,,,
13-01-2021,73.17,,,,,
14-01-2021,73.08,,,,,
15-01-2021,73.13,,,,,
18-01-2021,73.188,,,,,
19-01-2021,73.192,,,,,
20-01-2021,72.915,,,,,
21-01-2021,72.97,,,,,
22-01-2021,72.985,,,,,
25-01-2021,72.97,,,,,
26-01-2021,72.915,,,,,
27-01-2021,73.07,,,,,
28-01-2021,72.944,,,,,
29-01-2021,72.906,,,,,
01-02-2021,73.12,,,,,
02-02-2021,72.917,,,,,
03-02-2021,72.815,,,,,
04-02-2021,72.955,,,,,
05-02-2021,72.815,,,,,
08-02-2021,72.935,,,,,
09-02-2021,72.856,,,,,
10-02-2021,72.795,,,,,
11-02-2021,72.71,,,,,
12-02-2021,72.595,,,,,
15-02-2021,72.624,,,,,
16-02-2021,72.87,,,,,
17-02-2021,72.835,,,,,
18-02-2021,72.585,,,,,
19-02-2021,72.56,,,,,
22-02-2021,72.45,,,,,
23-02-2021,72.382,,,,,
24-02-2021,72.39,,,,,
25-02-2021,72.745,,,,,
26-02-2021,73.937,,,,,
01-03-2021,73.405,,,,,
02-03-2021,73.26,,,,,
03-03-2021,72.94,,,,,
04-03-2021,72.739,,,,,
05-03-2021,73.19,,,,,
08-03-2021,73.36,,,,,
09-03-2021,72.776,,,,,
10-03-2021,72.73,,,,,
11-03-2021,72.7,,,,,
12-03-2021,72.69,,,,,
15-03-2021,72.535,,,,,
16-03-2021,72.515,,,,,
17-03-2021,72.57,,,,,
18-03-2021,72.7,,,,,
19-03-2021,72.413,,,,,
22-03-2021,72.38,,,,,
23-03-2021,72.555,,,,,
24-03-2021,72.595,,,,,
25-03-2021,72.665,,,,,
26-03-2021,72.615,,,,,
29-03-2021,72.755,,,,,
30-03-2021,73.445,,,,,
31-03-2021,73.148,,,,,
01-04-2021,73.332,,,,,
02-04-2021,73.385,,,,,
05-04-2021,73.319,,,,,
06-04-2021,73.49,,,,,
07-04-2021,74.368,,,,,
08-04-2021,74.577,,,,,
09-04-2021,74.734,,,,,
12-04-2021,74.99,,,,,
13-04-2021,75.27,,,,,
14-04-2021,75.06,,,,,
15-04-2021,74.73,,,,,
16-04-2021,74.54,,,,,
19-04-2021,74.86,,,,,
20-04-2021,75.395,,,,,
21-04-2021,75.439,,,,,
22-04-2021,75.12,,,,,
23-04-2021,74.93,,,,,
26-04-2021,74.757,,,,,
27-04-2021,74.59,,,,,
28-04-2021,74.493,,,,,
29-04-2021,74.1,,,,,
30-04-2021,74.055,,,,,
03-05-2021,73.82,,,,,
04-05-2021,73.77,,,,,
05-05-2021,73.81,,,,,
06-05-2021,73.605,,,,,
07-05-2021,73.254,,,,,
10-05-2021,73.46,,,,,
11-05-2021,73.375,,,,,
12-05-2021,73.538,,,,,
13-05-2021,73.48,,,,,
14-05-2021,73.3,,,,,
17-05-2021,73.335,,,,,
18-05-2021,73.055,,,,,
19-05-2021,73.22,,,,,
20-05-2021,73.015,,,,,
21-05-2021,72.827,,,,,
24-05-2021,72.835,,,,,
25-05-2021,72.795,,,,,
26-05-2021,72.725,,,,,
27-05-2021,72.71,,,,,
28-05-2021,72.41,,,,,
31-05-2021,72.518,,,,,
01-06-2021,72.865,,,,,
02-06-2021,72.96,,,,,
03-06-2021,73.045,,,,,
04-06-2021,72.87,,,,,
07-06-2021,72.811,,,,,
08-06-2021,72.955,,,,,
09-06-2021,72.985,,,,,
10-06-2021,73.08,,,,,
11-06-2021,73.245,,,,,
14-06-2021,73.185,,,,,
15-06-2021,73.36,,,,,
16-06-2021,73.275,,,,,
17-06-2021,74.186,,,,,
18-06-2021,74.12,,,,,
21-06-2021,74.14,,,,,
22-06-2021,74.34,,,,,
23-06-2021,74.15,,,,,
24-06-2021,74.19,,,,,
25-06-2021,74.22,,,,,
28-06-2021,74.275,,,,,
29-06-2021,74.3,,,,,
30-06-2021,74.365,,,,,
01-07-2021,74.565,,,,,
02-07-2021,74.518,,,,,
05-07-2021,74.317,,,,,
06-07-2021,74.591,,,,,
07-07-2021,74.8,,,,,
08-07-2021,74.74,,,,,
09-07-2021,74.487,,,,,
12-07-2021,74.545,,,,,
13-07-2021,74.6,,,,,
14-07-2021,74.47,,,,,
15-07-2021,74.55,,,,,
16-07-2021,74.61,,,,,
19-07-2021,74.858,,,,,
20-07-2021,74.535,,,,,
21-07-2021,74.495,,,,,
22-07-2021,74.455,,,,,
23-07-2021,74.427,,,,,
26-07-2021,74.34,,,,,
27-07-2021,74.504,,,,,
28-07-2021,74.5,,,,,
29-07-2021,74.248,,,,,
30-07-2021,74.344,,,,,
02-08-2021,74.356,,,,,
03-08-2021,74.251,,,,,
04-08-2021,74.175,,,,,
05-08-2021,74.1,,,,,
06-08-2021,74.242,,,,,
09-08-2021,74.488,,,,,
10-08-2021,74.435,,,,,
11-08-2021,74.263,,,,,
12-08-2021,74.315,,,,,
13-08-2021,74.242,,,,,
16-08-2021,74.17,,,,,
17-08-2021,74.375,,,,,
18-08-2021,74.29,,,,,
19-08-2021,74.38,,,,,
20-08-2021,74.352,,,,,
23-08-2021,74.135,,,,,
24-08-2021,74.136,,,,,
25-08-2021,74.12,,,,,
26-08-2021,74.155,,,,,
27-08-2021,73.475,,,,,
30-08-2021,73.299,,,,,
31-08-2021,72.951,,,,,
01-09-2021,72.995,,,,,
02-09-2021,73.006,,,,,
03-09-2021,72.997,,,,,
06-09-2021,73.078,,,,,
07-09-2021,73.442,,,,,
08-09-2021,73.796,,,,,
09-09-2021,73.546,,,,,
10-09-2021,73.524,,,,,
13-09-2021,73.565,,,,,
14-09-2021,73.647,,,,,
15-09-2021,73.445,,,,,
16-09-2021,73.575,,,,,
17-09-2021,73.645,,,,,
20-09-2021,73.653,,,,,
21-09-2021,73.745,,,,,
22-09-2021,73.825,,,,,
23-09-2021,73.81,,,,,
24-09-2021,73.821,,,,,
27-09-2021,73.825,,,,,
28-09-2021,74.2,,,,,
29-09-2021,74.298,,,,,
30-09-2021,74.17,,,,,
01-10-2021,74.15,,,,,
04-10-2021,74.588,,,,,
05-10-2021,74.565,,,,,
06-10-2021,74.778,,,,,
07-10-2021,74.825,,,,,
08-10-2021,75.131,,,,,
11-10-2021,75.403,,,,,
12-10-2021,75.488,,,,,
13-10-2021,75.306,,,,,
14-10-2021,74.995,,,,,
15-10-2021,75.03,,,,,
18-10-2021,75.21,,,,,
19-10-2021,75.12,,,,,
20-10-2021,74.81,,,,,
21-10-2021,74.889,,,,,
22-10-2021,74.999,,,,,
25-10-2021,75.022,,,,,
26-10-2021,74.942,,,,,
27-10-2021,75.069,,,,,
28-10-2021,74.788,,,,,
29-10-2021,74.935,,,,,
01-11-2021,74.837,,,,,
02-11-2021,74.695,,,,,
03-11-2021,74.452,,,,,
04-11-2021,74.548,,,,,
05-11-2021,74.191,,,,,
08-11-2021,73.921,,,,,
09-11-2021,74.175,,,,,
10-11-2021,74.415,,,,,
11-11-2021,74.312,,,,,
12-11-2021,74.347,,,,,
15-11-2021,74.404,,,,,
16-11-2021,74.457,,,,,
17-11-2021,74.255,,,,,
18-11-2021,74.165,,,,,
19-11-2021,74.35,,,,,
22-11-2021,74.445,,,,,
23-11-2021,74.447,,,,,
24-11-2021,74.622,,,,,
25-11-2021,74.502,,,,,
26-11-2021,75.065,,,,,
29-11-2021,75.05,,,,,
30-11-2021,75.1,,,,,
01-12-2021,75.021,,,,,
02-12-2021,74.989,,,,,
03-12-2021,75.241,,,,,
06-12-2021,75.395,,,,,
07-12-2021,75.409,,,,,
08-12-2021,75.384,,,,,
09-12-2021,75.599,,,,,
10-12-2021,75.718,,,,,
13-12-2021,75.77,,,,,
14-12-2021,76.045,,,,,
15-12-2021,76.355,,,,,
16-12-2021,76.184,,,,,
17-12-2021,76.013,,,,,
20-12-2021,75.73,,,,,
21-12-2021,75.705,,,,,
22-12-2021,75.46,,,,,
23-12-2021,75.035,,,,,
24-12-2021,75.004,,,,,
27-12-2021,74.98,,,,,
28-12-2021,74.715,,,,,
29-12-2021,74.57,,,,,
30-12-2021,74.415,,,,,
31-12-2021,74.486,,,,,
03-01-2022,74.4,,,,,
04-01-2022,74.53,,,,,
05-01-2022,74.285,,,,,
06-01-2022,74.385,,,,,
07-01-2022,74.278,,,,,
10-01-2022,74.025,,,,,
11-01-2022,73.817,,,,,
12-01-2022,73.797,,,,,
13-01-2022,73.972,,,,,
14-01-2022,74.156,,,,,
17-01-2022,74.255,,,,,
18-01-2022,74.565,,,,,
19-01-2022,74.455,,,,,
20-01-2022,74.468,,,,,
21-01-2022,74.409,,,,,
24-01-2022,74.642,,,,,
25-01-2022,74.787,,,,,
26-01-2022,74.903,,,,,
27-01-2022,75.209,,,,,
28-01-2022,75.046,,,,,
31-01-2022,74.556,,,,,
01-02-2022,74.751,,,,,
02-02-2022,74.823,,,,,
03-02-2022,74.644,,,,,
04-02-2022,74.645,,,,,
07-02-2022,74.655,,,,,
08-02-2022,74.719,,,,,
09-02-2022,74.808,,,,,
10-02-2022,75.102,,,,,
11-02-2022,75.348,,,,,
14-02-2022,75.686,,,,,
15-02-2022,75.177,,,,,
16-02-2022,75.05,,,,,
17-02-2022,75.105,,,,,
18-02-2022,74.687,,,,,
21-02-2022,74.524,,,,,
22-02-2022,74.63,,,,,
23-02-2022,74.64,,,,,
24-02-2022,75.615,,,,,
25-02-2022,75.075,,,,,
28-02-2022,75.52,,,,,
01-03-2022,75.782,,,,,
02-03-2022,75.638,,,,,
03-03-2022,75.971,,,,,
04-03-2022,76.425,,,,,
07-03-2022,76.975,,,,,
08-03-2022,76.905,,,,,
09-03-2022,76.382,,,,,
10-03-2022,76.31,,,,,
11-03-2022,76.511,,,,,
14-03-2022,76.45,,,,,
15-03-2022,76.42,,,,,
16-03-2022,76.2,,,,,
17-03-2022,75.937,,,,,
18-03-2022,76.065,,,,,
21-03-2022,76.285,,,,,
22-03-2022,76.159,,,,,
23-03-2022,76.53,,,,,
24-03-2022,76.305,,,,,
25-03-2022,76.285,,,,,
28-03-2022,76.09,,,,,
29-03-2022,75.666,,,,,
30-03-2022,75.823,,,,,
31-03-2022,75.928,,,,,
01-04-2022,75.995,,,,,
04-04-2022,75.451,,,,,
05-04-2022,75.465,,,,,
06-04-2022,75.947,,,,,
07-04-2022,75.913,,,,,
08-04-2022,75.96,,,,,
11-04-2022,75.836,,,,,
12-04-2022,76.082,,,,,
13-04-2022,76.122,,,,,
14-04-2022,76.292,,,,,
15-04-2022,76.332,,,,,
18-04-2022,76.284,,,,,
19-04-2022,76.445,,,,,
20-04-2022,76.269,,,,,
21-04-2022,76.262,,,,,
22-04-2022,76.475,,,,,
25-04-2022,76.748,,,,,
26-04-2022,76.68,,,,,
27-04-2022,76.632,,,,,
28-04-2022,76.67,,,,,
29-04-2022,76.535,,,,,
02-05-2022,76.485,,,,,
03-05-2022,76.47,,,,,
04-05-2022,76.282,,,,,
05-05-2022,76.514,,,,,
06-05-2022,76.979,,,,,
09-05-2022,77.365,,,,,
10-05-2022,77.225,,,,,
11-05-2022,77.425,,,,,
12-05-2022,77.435,,,,,
13-05-2022,77.48,,,,,
16-05-2022,77.833,,,,,
17-05-2022,77.476,,,,,
18-05-2022,77.81,,,,,
19-05-2022,77.415,,,,,
20-05-2022,77.865,,,,,
23-05-2022,77.545,,,,,
24-05-2022,77.475,,,,,
25-05-2022,77.531,,,,,
26-05-2022,77.636,,,,,
27-05-2022,77.624,,,,,
30-05-2022,77.554,,,,,
31-05-2022,77.598,,,,,
01-06-2022,77.56,,,,,
02-06-2022,77.399,,,,,
03-06-2022,77.615,,,,,
06-06-2022,77.814,,,,,
07-06-2022,77.664,,,,,
08-06-2022,77.709,,,,,
09-06-2022,77.815,,,,,
10-06-2022,78.144,,,,,
13-06-2022,78.104,,,,,
14-06-2022,78.022,,,,,
15-06-2022,78.171,,,,,
16-06-2022,77.977,,,,,
17-06-2022,77.952,,,,,
20-06-2022,77.927,,,,,
21-06-2022,78.133,,,,,
22-06-2022,78.18,,,,,
23-06-2022,78.145,,,,,
24-06-2022,78.255,,,,,
27-06-2022,78.44,,,,,
28-06-2022,78.995,,,,,
29-06-2022,78.945,,,,,
30-06-2022,78.965,,,,,
01-07-2022,78.956,,,,,
04-07-2022,78.939,,,,,
05-07-2022,79.298,,,,,
06-07-2022,79.047,,,,,
07-07-2022,79.175,,,,,
08-07-2022,79.26,,,,,
11-07-2022,79.41,,,,,
12-07-2022,79.45,,,,,
13-07-2022,79.65,,,,,
14-07-2022,79.89,,,,,
15-07-2022,79.76,,,,,
18-07-2022,79.99,,,,,
19-07-2022,79.85,,,,,
20-07-2022,79.98,,,,,
21-07-2022,79.85,,,,,
22-07-2022,79.83,,,,,
25-07-2022,79.691,,,,,
26-07-2022,79.843,,,,,
27-07-2022,79.845,,,,,
28-07-2022,79.626,,,,,
29-07-2022,79.336,,,,,
01-08-2022,78.959,,,,,
02-08-2022,78.587,,,,,
03-08-2022,79.108,,,,,
04-08-2022,79.16,,,,,
05-08-2022,79.36,,,,,
08-08-2022,79.584,,,,,
09-08-2022,79.563,,,,,
10-08-2022,79.09,,,,,
11-08-2022,79.58,,,,,
12-08-2022,79.641,,,,,
15-08-2022,79.518,,,,,
16-08-2022,79.248,,,,,
17-08-2022,79.35,,,,,
18-08-2022,79.75,,,,,
19-08-2022,79.92,,,,,
22-08-2022,79.85,,,,,
23-08-2022,79.847,,,,,
24-08-2022,79.78,,,,,
25-08-2022,79.862,,,,,
26-08-2022,79.961,,,,,
29-08-2022,79.954,,,,,
30-08-2022,79.665,,,,,
31-08-2022,79.491,,,,,
01-09-2022,79.673,,,,,
02-09-2022,79.717,,,,,
05-09-2022,79.783,,,,,
06-09-2022,79.87,,,,,
07-09-2022,79.63,,,,,
08-09-2022,79.667,,,,,
09-09-2022,79.635,,,,,
12-09-2022,79.35,,,,,
13-09-2022,79.577,,,,,
14-09-2022,79.431,,,,,
15-09-2022,79.839,,,,,
16-09-2022,79.686,,,,,
19-09-2022,79.693,,,,,
20-09-2022,79.751,,,,,
21-09-2022,79.907,,,,,
22-09-2022,81.047,,,,,
23-09-2022,81.25,,,,,
26-09-2022,81.61,,,,,
27-09-2022,81.705,,,,,
28-09-2022,81.406,,,,,
29-09-2022,81.461,,,,,
30-09-2022,81.509,,,,,
03-10-2022,81.494,,,,,
04-10-2022,81.451,,,,,
05-10-2022,81.631,,,,,
06-10-2022,82.06,,,,,
07-10-2022,82.82,,,,,
10-10-2022,82.37,,,,,
11-10-2022,82.256,,,,,
12-10-2022,82.159,,,,,
13-10-2022,82.172,,,,,
14-10-2022,82.34,,,,,
17-10-2022,82.171,,,,,
18-10-2022,82.291,,,,,
19-10-2022,83.013,,,,,
20-10-2022,82.82,,,,,
21-10-2022,82.529,,,,,
24-10-2022,82.744,,,,,
25-10-2022,82.515,,,,,
26-10-2022,81.901,,,,,
27-10-2022,82.368,,,,,
28-10-2022,82.261,,,,,
31-10-2022,82.77,,,,,
01-11-2022,82.65,,,,,
02-11-2022,82.712,,,,,
03-11-2022,82.731,,,,,
04-11-2022,81.962,,,,,
07-11-2022,81.804,,,,,
08-11-2022,81.37,,,,,
09-11-2022,81.335,,,,,
10-11-2022,80.63,,,,,
11-11-2022,80.477,,,,,
14-11-2022,80.965,,,,,
15-11-2022,81.061,,,,,
16-11-2022,81.48,,,,,
17-11-2022,81.51,,,,,
18-11-2022,81.617,,,,,
21-11-2022,81.699,,,,,
22-11-2022,81.714,,,,,
23-11-2022,81.604,,,,,
24-11-2022,81.613,,,,,
25-11-2022,81.685,,,,,
28-11-2022,81.64,,,,,
29-11-2022,81.616,,,,,
30-11-2022,81.359,,,,,
01-12-2022,81.12,,,,,
02-12-2022,81.41,,,,,
05-12-2022,81.89,,,,,
06-12-2022,82.48,,,,,
07-12-2022,82.204,,,,,
08-12-2022,82.28,,,,,
09-12-2022,82.41,,,,,
12-12-2022,82.634,,,,,
13-12-2022,82.375,,,,,
14-12-2022,82.474,,,,,
15-12-2022,82.843,,,,,
16-12-2022,82.706,,,,,
19-12-2022,82.649,,,,,
20-12-2022,82.6,,,,,
21-12-2022,82.88,,,,,
22-12-2022,82.96,,,,,
23-12-2022,82.78,,,,,
26-12-2022,82.65,,,,,
27-12-2022,82.83,,,,,
28-12-2022,82.736,,,,,
29-12-2022,82.758,,,,,
30-12-2022,82.717,,,,,
02-01-2023,82.745,,,,,
03-01-2023,82.774,,,,,
04-01-2023,82.641,,,,,
05-01-2023,82.568,,,,,
06-01-2023,82.27,,,,,
09-01-2023,82.17,,,,,
10-01-2023,81.602,,,,,
11-01-2023,81.637,,,,,
12-01-2023,81.1,,,,,
13-01-2023,81.28,,,,,
16-01-2023,81.628,,,,,
17-01-2023,81.63,,,,,
18-01-2023,81.44,,,,,
19-01-2023,81.24,,,,,
20-01-2023,80.979,,,,,
23-01-2023,81.478,,,,,
24-01-2023,81.594,,,,,
25-01-2023,81.491,,,,,
26-01-2023,81.418,,,,,
27-01-2023,81.51,,,,,
30-01-2023,81.52,,,,,
31-01-2023,81.739,,,,,
01-02-2023,81.73,,,,,
02-02-2023,82.039,,,,,
03-02-2023,82.206,,,,,
06-02-2023,82.74,,,,,
07-02-2023,82.86,,,,,
08-02-2023,82.65,,,,,
09-02-2023,82.511,,,,,
10-02-2023,82.51,,,,,
13-02-2023,82.592,,,,,
14-02-2023,82.91,,,,,
15-02-2023,82.75,,,,,
16-02-2023,82.71,,,,,
17-02-2023,82.75,,,,,
20-02-2023,82.693,,,,,
21-02-2023,82.844,,,,,
22-02-2023,82.83,,,,,
23-02-2023,82.59,,,,,
24-02-2023,82.897,,,,,
27-02-2023,82.642,,,,,
28-02-2023,82.64,,,,,
01-03-2023,82.43,,,,,
02-03-2023,82.35,,,,,
03-03-2023,81.68,,,,,
06-03-2023,81.81,,,,,
07-03-2023,82,,,,,
08-03-2023,81.95,,,,,
09-03-2023,82.02,,,,,
10-03-2023,81.96,,,,,
13-03-2023,82.235,,,,,
14-03-2023,82.245,,,,,
15-03-2023,82.88,,,,,
16-03-2023,82.62,,,,,
17-03-2023,82.52,,,,,
20-03-2023,82.51,,,,,
21-03-2023,82.677,,,,,
22-03-2023,82.505,,,,,
23-03-2023,82.236,,,,,
24-03-2023,82.334,,,,,
27-03-2023,82.18,,,,,
28-03-2023,82.172,,,,,
29-03-2023,82.178,,,,,
30-03-2023,82.08,,,,,
31-03-2023,82.16,,,,,
03-04-2023,82.19,,,,,
04-04-2023,82.09,,,,,
05-04-2023,81.92,,,,,
06-04-2023,81.82,,,,,
07-04-2023,81.86,,,,,
10-04-2023,81.965,,,,,
11-04-2023,82.04,,,,,
12-04-2023,81.93,,,,,
13-04-2023,81.65,,,,,
14-04-2023,81.82,,,,,
17-04-2023,81.98,,,,,
18-04-2023,82.08,,,,,
19-04-2023,82.265,,,,,
20-04-2023,82.12,,,,,
21-04-2023,82.03,,,,,
24-04-2023,81.95,,,,,
25-04-2023,81.965,,,,,
26-04-2023,81.74,,,,,
27-04-2023,81.695,,,,,
28-04-2023,81.72,,,,,
01-05-2023,81.77,,,,,
02-05-2023,81.75,,,,,
03-05-2023,81.755,,,,,
04-05-2023,81.71,,,,,
05-05-2023,81.7,,,,,
08-05-2023,81.77,,,,,
09-05-2023,82.1,,,,,
10-05-2023,81.9,,,,,
11-05-2023,82.09,,,,,
12-05-2023,82.173,,,,,
15-05-2023,82.237,,,,,
16-05-2023,82.264,,,,,
17-05-2023,82.4,,,,,
18-05-2023,82.72,,,,,
19-05-2023,82.878,,,,,
22-05-2023,82.84,,,,,
23-05-2023,82.83,,,,,
24-05-2023,82.67,,,,,
25-05-2023,82.733,,,,,
26-05-2023,82.57,,,,,
29-05-2023,82.586,,,,,
30-05-2023,82.665,,,,,
31-05-2023,82.68,,,,,
01-06-2023,82.266,,,,,
02-06-2023,82.398,,,,,
05-06-2023,82.52,,,,,
06-06-2023,82.51,,,,,
07-06-2023,82.5,,,,,
08-06-2023,82.488,,,,,
09-06-2023,82.44,,,,,
12-06-2023,82.39,,,,,
13-06-2023,82.229,,,,,
14-06-2023,81.95,,,,,
15-06-2023,81.9,,,,,
16-06-2023,81.91,,,,,
19-06-2023,81.91,,,,,
20-06-2023,82,,,,,
21-06-2023,81.93,,,,,
22-06-2023,81.95,,,,,
23-06-2023,81.98,,,,,
26-06-2023,81.97,,,,,
27-06-2023,81.983,,,,,
28-06-2023,82.02,,,,,
29-06-2023,82.1,,,,,
30-06-2023,82.091,,,,,
03-07-2023,81.94,,,,,
04-07-2023,81.946,,,,,
05-07-2023,82.397,,,,,
06-07-2023,82.758,,,,,
07-07-2023,82.61,,,,,
10-07-2023,82.52,,,,,
11-07-2023,82.39,,,,,
12-07-2023,81.98,,,,,
13-07-2023,82.04,,,,,
14-07-2023,82.049,,,,,
17-07-2023,82.04,,,,,
18-07-2023,82.06,,,,,
19-07-2023,82.05,,,,,
20-07-2023,82.07,,,,,
21-07-2023,81.98,,,,,
24-07-2023,81.79,,,,,
25-07-2023,81.85,,,,,
26-07-2023,81.95,,,,,
27-07-2023,82.15,,,,,
28-07-2023,82.225,,,,,
31-07-2023,82.24,,,,,
01-08-2023,82.34,,,,,
02-08-2023,82.73,,,,,
03-08-2023,82.75,,,,,
04-08-2023,82.668,,,,,
07-08-2023,82.75,,,,,
08-08-2023,82.853,,,,,
09-08-2023,82.844,,,,,
10-08-2023,82.616,,,,,
11-08-2023,82.87,,,,,
14-08-2023,83.17,,,,,
15-08-2023,83.212,,,,,
16-08-2023,83.209,,,,,
17-08-2023,83.13,,,,,
18-08-2023,83.14,,,,,
21-08-2023,83.09,,,,,
22-08-2023,83.04,,,,,
23-08-2023,82.508,,,,,
24-08-2023,82.58,,,,,
25-08-2023,82.637,,,,,
28-08-2023,82.6,,,,,
29-08-2023,82.574,,,,,
30-08-2023,82.607,,,,,
31-08-2023,82.702,,,,,
01-09-2023,82.689,,,,,
04-09-2023,82.715,,,,,
05-09-2023,83.033,,,,,
06-09-2023,83.197,,,,,
07-09-2023,83.15,,,,,
08-09-2023,83.004,,,,,
11-09-2023,82.9,,,,,
12-09-2023,82.85,,,,,
13-09-2023,82.934,,,,,
14-09-2023,83.01,,,,,
15-09-2023,83.069,,,,,
18-09-2023,83.27,,,,,
19-09-2023,83.31,,,,,
20-09-2023,82.92,,,,,
21-09-2023,83.102,,,,,
22-09-2023,82.97,,,,,
25-09-2023,83.13,,,,,
26-09-2023,83.23,,,,,
