Date,Futures_Price,USD_Spot_Price,USD_INR,Spot_INR_oz,Spot_INR_10g,Basis,RF,F_theoretical,Arbitrage,Cash_Carry,Reverse_Carry,Spot_Return,Futures_Return,RollingVol
2015-04-23,26777,1194.0,63.277,75552.738,24290.751201633255,2486.248798366745,0.00019999999552965163,24331.114001000285,2445.8859989997145,True,False,0.010331891599641221,0.010813757612398802,
2015-04-24,26574,1179.38,63.662,75081.68956,24139.305724436155,2434.6942755638447,0.00014999999664723872,24179.317506712956,2394.682493287044,True,False,-0.006254214034047441,-0.007610015920333105,
2015-04-27,26944,1202.0,63.346,76141.89199999999,24480.168469786357,2463.8315302136434,0.00013000000268220902,24520.70493650357,2423.295063496429,True,False,0.014021884679976757,0.013827343890800137,
2015-04-28,27036,1212.1,63.053,76426.5413,24571.68527657659,2464.3147234234093,0.00013000000268220902,24612.373285061054,2423.626714938946,True,False,0.003731435449940551,0.003408673178191414,
2015-04-29,27096,1204.8,63.46,76456.608,24581.351937884803,2514.648062115197,3.0000000260770322e-05,24621.853581061416,2474.1464189385842,True,False,0.0003933291605425126,0.0022168042773628967,
2015-04-30,26593,1184.37,63.529,75241.84173,24190.7958043307,2402.204195669299,4.999999888241291e-05,24230.693776097272,2362.3062239027277,True,False,-0.01601588201511966,-0.018738092254668767,
2015-05-01,26483,1178.5,63.719,75092.8415,24142.891153728677,2340.1088462713233,3.0000000260770322e-05,24182.670363807563,2300.3296361924367,True,False,-0.0019822475504337575,-0.0041450055578079485,
2015-05-04,26747,1188.25,63.516,75472.887,24265.07852813992,2481.9214718600815,3.0000000260770322e-05,24305.059061134303,2441.940938865697,True,False,0.0050482445228442405,0.00991929981708233,
2015-05-05,26852,1193.33,63.369,75620.12877,24312.41782114553,2539.582178854471,8.000000379979611e-05,24352.576431952766,2499.423568047234,True,False,0.0019490221418916648,0.003917988556428892,
2015-05-06,26928,1191.8,63.621,75823.5078,24377.80564888196,2550.19435111804,9.999999776482581e-05,24418.11240489698,2509.8875951030204,True,False,0.0026858725380539054,0.002826331371945018,
2015-05-07,26951,1184.8,64.073,75913.69039999999,24406.80000643014,2544.1999935698586,4.999999888241291e-05,24447.05423475092,2503.9457652490782,True,False,0.0011886684568884257,0.0008537649695461069,
2015-05-08,26903,1188.15,63.711,75698.22465,24337.52621087659,2565.473789123411,3.0000000260770322e-05,24377.62611282198,2525.373887178019,True,False,-0.0028423345881333794,-0.0017825978649912762,
2015-05-11,26853,1184.2,64.007,75797.08940000001,24369.311942385906,2483.688057614094,4.999999888241291e-05,24409.504341499705,2443.4956585002947,True,False,0.0013051857696684951,-0.0018602579960933885,
2015-05-12,27180,1193.5,64.147,76559.44450000001,24614.41461571849,2565.5853842815086,0.00013000000268220902,24655.173379289306,2524.8266207106935,True,False,0.01000759787704817,0.012103862166086037,
2015-05-13,27539,1215.73,64.013,77822.52449000001,25020.50395936149,2518.4960406385107,9.999999776482581e-05,25061.873365738273,2477.1266342617273,True,False,0.016363415777210347,0.013121773097632787,
2015-05-14,27444,1221.52,63.383,77423.60216,24892.247547703635,2551.752452296365,9.999999776482581e-05,24933.40489234006,2510.5951076599413,True,False,-0.0051392355690582855,-0.0034556169919859932,0.007755842378172826
2015-05-15,27473,1223.85,63.44,77641.044,24962.156670471166,2510.843329528834,9.999999776482581e-05,25003.429604262543,2469.570395737457,True,False,0.002804533307972558,0.0010561393628792666,0.0077311055724308885
2015-05-18,27629,1225.74,63.708,78089.44392,25106.320484832897,2522.679515167103,8.000000379979611e-05,25147.790443130307,2481.209556869693,True,False,0.005758681747640496,0.005662241544499604,0.007500739315105822
2015-05-19,27309,1207.51,63.763,76994.46012999999,24754.27528413201,2554.7247158679893,9.999999776482581e-05,24795.20450264237,2513.7954973576307,True,False,-0.014121413733231091,-0.01164962754476189,0.00795973585528793
2015-05-20,27299,1209.28,63.598,76907.78944,24726.410031025443,2572.5899689745565,0.00013000000268220902,24767.354246687028,2531.6457533129724,True,False,-0.0011263084120536496,-0.00036624670787363344,0.007851382486407687
2015-05-21,27130,1206.45,63.58,76706.091,24661.56252511775,2468.4374748822484,0.00013000000268220902,24702.399360441323,2427.6006395586774,True,False,-0.002626045971022784,-0.006209944812547425,0.007810015368841001
2015-05-22,27105,1206.38,63.49,76593.06620000002,24625.22423521469,2479.7757647853105,9.999999776482581e-05,24665.9400781154,2439.0599218846,True,False,-0.0014745654515515788,-0.0009219139585388707,0.007616532691313931
2015-05-26,26917,1187.3,63.972,75953.9556,24419.745559181443,2497.2544408185568,9.999999776482581e-05,24460.121659490862,2456.878340509138,True,False,-0.00837924374892186,-0.006960155453396311,0.007712368948614402
2015-05-27,26900,1188.15,63.826,75834.8619,24381.456074075268,2518.5439259247323,0.00013000000268220902,24421.82908392133,2478.1709160786704,True,False,-0.0015692028754094272,-0.0006317706511117304,0.007605400942723292
2015-05-28,26899,1188.45,63.763,75779.13735,24363.540228591635,2535.4597714083648,3.0000000260770322e-05,24403.682992722384,2495.3170072776156,True,False,-0.0007350845276148061,-3.71754121866541e-05,0.007461393555512345
2015-05-29,26866,1190.5,63.743,75886.0415,24397.910685292652,2468.0893147073475,3.0000000260770322e-05,24438.110080156188,2427.889919843812,True,False,0.0014097391176458882,-0.0012275645547852368,0.007409724554438842
2015-06-01,26690,1189.15,63.594,75622.80510000001,24313.278280579358,2376.7217194206423,8.000000379979611e-05,24353.4383126708,2336.5616873291983,True,False,-0.0034748685741133266,-0.006572583224388744,0.007243776222028183
2015-06-02,26856,1193.38,63.689,76005.17882,24436.214194544023,2419.7858054559765,9.999999776482581e-05,24476.61752442763,2379.382475572369,True,False,0.005043587874424425,0.0062002962613009385,0.007286773290297353
